,index,Repo,commit_message,time,churn,insertions,deletions,files_changed
5709,25096,csc216-002-P3-014,b'Fixed Category and Tested it',1480435494,2,53,58,2
5710,25097,csc216-002-P3-014,b'Fixed Checkstyle issues',1480434374,2,2,8,2
5711,25098,csc216-002-P3-014,b'Tested Task',1480434131,1,117,99,1
5712,25099,csc216-002-P3-014,b'Fixed errors in LinkedList.java and tested LinkedList',1480388252,2,34,231,2
5713,25100,csc216-002-P3-014,b'Fixed Checkstyle issues',1480346036,1,12,12,1
5714,25101,csc216-002-P3-014,b'Fixed Some methods in LinkedList',1480345737,1,25,27,1
5715,25102,csc216-002-P3-014,b'Tested ArrayList',1480341604,2,11,223,2
5716,25103,csc216-002-P3-014,b'Fixed some PMD issues',1480272738,3,2,3,3
5717,25104,csc216-002-P3-014,b'Fixed FindBugs errors',1480272147,3,6,10,3
5718,25105,csc216-002-P3-014,b'Provided functionality to TaskList and ToDoList',1480271524,2,19,84,2
5719,25106,csc216-002-P3-014,b'Fixed all of the Checkstyle warnings for the Process Points ',1480133640,3,4,4,3
5720,25107,csc216-002-P3-014,b'Finished fixing the Checkstyle warnings for the Process Points ',1480133176,10,100,116,10
5721,25108,csc216-002-P3-014,b'Fixed more Checkstyle warnings ',1480131646,8,411,214,8
5722,25109,csc216-002-P3-014,b'Fixed some CheckStyle Warnings to get Process points',1480129991,6,28,292,6
5723,25110,csc216-002-P3-014,b'Fixed Category and Task and implemented CategoryList',1479839814,3,19,143,3
5724,25111,csc216-002-P3-014,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-014.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-014.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-014.git""",1479780110,16,42,1348,16
5725,25112,csc216-002-P3-014,b'Fixed naming error on Category and ToDoList aiming for Yellow Ball',1479757401,2,2,2,2
5726,25113,csc216-002-P3-014,b'Additional Attempt for Yellow Ball',1479756980,5,7,400,5
5727,25114,csc216-002-P3-014,b'Fixed ToDoList skeleton trying to get Yellow Ball',1479754547,1,27,110,1
5728,25115,csc216-002-P3-014,b'Started implementation on LinkedList & Added skeleton for Test cases',1479753282,10,7,837,10
5729,25116,csc216-002-P3-014,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-014.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-014.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-014.git""",1479749796,2,70,150,2
5730,25117,csc216-002-P3-014,b'Fixed Merge Error\n',1479745604,8,33,566,8
5731,25118,csc216-002-P3-014,b'Started implementation on LinkedList',1479745400,2,6,212,2
5732,25119,csc216-002-P3-014,b'Finished Skeleton',1479744902,0,0,0,0
5733,25120,csc216-002-P3-014,b'Finished Skeleton',1479744902,1,1,126,1
5734,25121,csc216-002-P3-014,b'Finishing Skeleton',1479744363,3,5,12,3
5735,25122,csc216-002-P3-014,b'Added  More to the skeleton and more JavaDoc',1479741427,7,26,553,7
5736,25123,csc216-002-P3-014,b'Finished with the implementation of ArrayList',1479699048,1,10,37,1
5737,25124,csc216-002-P3-014,b'Added the provided List templated and started working on ArrayList',1479672910,2,6,372,2
5738,25125,csc216-002-P3-014,b'Implemented Category and Task methods',1479445390,3,4,231,3
5739,25126,csc216-002-P3-014,b'Added GUIs and skeleton of ToDoList',1479310824,11,42,1882,11
5740,25127,csc216-002-P3-014,b'Added remaining needed classes',1479136524,12,0,143,12
5741,25128,csc216-002-P3-014,b'Added Model classes and Main GUI',1479130512,14,0,155,14
5742,25130,csc216-002-P3-015,b'Updated black box test plan.',1480745700,1,0,0,1
5743,25131,csc216-002-P3-015,b'resolving errors.',1480745136,3,7,8,3
5744,25132,csc216-002-P3-015,b'resolving errors.',1480744693,1,8,8,1
5745,25133,csc216-002-P3-015,b'resolving errors',1480744546,2,2,6,2
5746,25134,csc216-002-P3-015,b'resolving errors.',1480744261,1,9,2,1
5747,25135,csc216-002-P3-015,b'Resolving errors.',1480744157,2,7,22,2
5748,25136,csc216-002-P3-015,b'Updated TEP and todolist. ',1480743093,3,12,75,3
5749,25137,csc216-002-P3-015,b'Resolving errors.',1480735874,2,6,17,2
5750,25138,csc216-002-P3-015,b'resolving errors',1480735212,2,16,19,2
5751,25139,csc216-002-P3-015,b'resolving errors',1480734607,1,1,1,1
5752,25140,csc216-002-P3-015,b'fixing errors',1480734385,1,1,1,1
5753,25141,csc216-002-P3-015,b'fixed todolist\n',1480733981,2,3,7,2
5754,25142,csc216-002-P3-015,b'update fix\n',1480733642,4,19,29,4
5755,25143,csc216-002-P3-015,b'checkStyle and fixed tep',1480732888,3,6,10,3
5756,25144,csc216-002-P3-015,b'fixed checkstyle',1480732480,1,1,1,1
5757,25145,csc216-002-P3-015,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-015.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-015.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-015.git""",1480732436,3,25,35,3
5758,25146,csc216-002-P3-015,b'Added black box tests and updating tests.',1480731739,3,25,35,3
5759,25147,csc216-002-P3-015,b'fix checkstyle',1480732408,3,22,28,3
5760,25148,csc216-002-P3-015,b'fixcatlist',1480731601,1,9,9,1
5761,25149,csc216-002-P3-015,b'fixed TEP',1480731526,1,34,24,1
5762,25150,csc216-002-P3-015,b'added semicolon',1480730970,1,2,3,1
5763,25151,csc216-002-P3-015,b'fixed gui sorta',1480730069,2,25,43,2
5764,25152,csc216-002-P3-015,b'edited TaskEditPane',1480728887,1,1,1,1
5765,25153,csc216-002-P3-015,b'resolving pmd errors.',1480728812,2,3,1,2
5766,25154,csc216-002-P3-015,b'resolving checkstyle errors.',1480728611,11,54,67,11
5767,25155,csc216-002-P3-015,b'resolving errors.',1480727468,1,11,3,1
5768,25156,csc216-002-P3-015,b'resolving errors.',1480727319,1,3,11,1
5769,25157,csc216-002-P3-015,b'resolving errors.',1480726702,1,6,6,1
5770,25158,csc216-002-P3-015,b'resolving errors.',1480726501,1,1,1,1
5771,25159,csc216-002-P3-015,b'resolving errors.',1480725024,2,2,2,2
5772,25160,csc216-002-P3-015,b'Resolving errors.',1480724811,1,2,3,1
5773,25161,csc216-002-P3-015,b'resolving errors.',1480724691,1,3,5,1
5774,25162,csc216-002-P3-015,b'resolving errors.',1480723109,1,1,1,1
5775,25163,csc216-002-P3-015,b'resolving errors.',1480722505,4,10,10,4
5776,25164,csc216-002-P3-015,b'fix arlist',1480722306,1,6,9,1
5777,25165,csc216-002-P3-015,b'kmnmjovmvf',1480721751,2,8,10,2
5778,25166,csc216-002-P3-015,b'resolving errors.',1480720598,1,15,22,1
5779,25167,csc216-002-P3-015,b'fix alist',1480720276,1,1,1,1
5780,25168,csc216-002-P3-015,b'fix arrlist\n',1480719804,1,1,1,1
5781,25169,csc216-002-P3-015,b'resolving errors.',1480719435,1,1,1,1
5782,25170,csc216-002-P3-015,b'Resolving errors.',1480719180,1,3,6,1
5783,25171,csc216-002-P3-015,b'edited task list',1480719091,1,1,3,1
5784,25172,csc216-002-P3-015,b'resovling errors.',1480718998,1,8,16,1
5785,25173,csc216-002-P3-015,b'Resolving errors.',1480718729,2,0,6,2
5786,25174,csc216-002-P3-015,b'edit task list',1480718654,1,2,13,1
5787,25175,csc216-002-P3-015,b'resolving errors.',1480718106,1,1,1,1
5788,25176,csc216-002-P3-015,b'Resolving errors.',1480717805,1,4,13,1
5789,25177,csc216-002-P3-015,b'fixed categorytest',1480717629,1,1,1,1
5790,25178,csc216-002-P3-015,b'fixed update',1480717393,1,3,3,1
5791,25179,csc216-002-P3-015,b'resolving errors.',1480717181,1,1,1,1
5792,25180,csc216-002-P3-015,b'Resolving error.',1480717052,1,6,2,1
5793,25181,csc216-002-P3-015,b'increasing coverage. (pair programming)',1480716746,2,8,10,2
5794,25182,csc216-002-P3-015,b'resolving errors.',1480716161,2,0,0,2
5795,25183,csc216-002-P3-015,b'Resolving the error.',1480716057,4,0,3,4
5796,25184,csc216-002-P3-015,b'Increasing coverage for ArrayList class. (pair programming)',1480715846,1,2,7,1
5797,25185,csc216-002-P3-015,b'Adding test cases for todolist class. (pair programming)',1480715675,11,25,50,11
5798,25186,csc216-002-P3-015,b'edited todolisttest',1480709903,3,52,57,3
5799,25187,csc216-002-P3-015,b'Adding test cases for ToDoList class. (pair programming)',1480708848,2,8,42,2
5800,25188,csc216-002-P3-015,b'Adding test cases for todolist. (pair programming)',1480689482,2,4,42,2
5801,25189,csc216-002-P3-015,b'Adding test cases for util packages. (pair programming)',1480647891,5,3,74,5
5802,25190,csc216-002-P3-015,b'edited taskEditPane\n',1480646150,3,64,23,3
5803,25191,csc216-002-P3-015,b'Adding tests. (pair prgramming)',1480645860,2,2,45,2
5804,25192,csc216-002-P3-015,b'Added test cases for TaskList. (pair programming)',1480642256,1,7,10,1
5805,25193,csc216-002-P3-015,b'Correcting Linked List. (pair programming)',1480637569,2,74,88,2
5806,25194,csc216-002-P3-015,b'edited TaskEditPlane',1480636548,1,5,25,1
5807,25195,csc216-002-P3-015,b'Adding test cases.',1480634345,3,18,44,3
5808,25196,csc216-002-P3-015,b'fixed LinkedList and TaskList',1480632560,3,97,57,3
5809,25197,csc216-002-P3-015,b'modifying test cases.',1480630927,1,2,2,1
5810,25198,csc216-002-P3-015,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-015.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-015.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-015.git""",1480630877,3,43,224,3
5811,25199,csc216-002-P3-015,b'implemented TaskListPane and TaskTableModel',1480629237,3,43,224,3
5812,25200,csc216-002-P3-015,b'Adding test cases. (pair programming)',1480630780,1,1,1,1
5813,25201,csc216-002-P3-015,b'Added test cases. (pair programming)',1480630705,2,75,102,2
5814,25202,csc216-002-P3-015,b'edited add and get methods in LinkedList',1480616702,1,37,55,1
5815,25203,csc216-002-P3-015,b'Writing tests cases for model package. (pair programming)',1480565129,4,44,111,4
5816,25204,csc216-002-P3-015,b'Added test classes for model package. (pair programming)',1480542319,5,7,170,5
5817,25205,csc216-002-P3-015,b'Implemented the update method. (pair programming)',1480465476,3,20,12,3
5818,25206,csc216-002-P3-015,b'Implemented ToDoList class. (pair programming)',1480461833,2,10,33,2
5819,25207,csc216-002-P3-015,b'Implemented CategoryList and TaskList classes. (Pair Programming)',1480453886,2,26,100,2
5820,25208,csc216-002-P3-015,b'implemented ArrayList',1480376543,1,9,57,1
5821,25209,csc216-002-P3-015,b'implemented LinkedList',1480374548,1,22,127,1
5822,25210,csc216-002-P3-015,b'Resolving checkstyle errors. (pair programming)',1480041284,1,0,6,1
5823,25211,csc216-002-P3-015,b'Resolving checkstyle errors. (pair programming)',1480040872,6,9,9,6
5824,25212,csc216-002-P3-015,b'Resolving checkstyle errors. (pair programming)',1480038955,5,8,11,5
5825,25213,csc216-002-P3-015,b'Resolving check style errors.',1480037097,3,7,12,3
5826,25214,csc216-002-P3-015,b'Added test package and GUI classes. (pair programming)',1480036246,17,3,2002,17
5827,25215,csc216-002-P3-015,b'Implementing methods in various classes. (pair programming)',1479968157,4,11,65,4
5828,25216,csc216-002-P3-015,b'Made changes to non-gui classes. Corrected the LinkedList class. (pair\nprogramming)',1479962743,9,172,305,9
5829,25217,csc216-002-P3-015,b'Added several classes. (pair programming)',1479785071,10,2,1045,10
5830,25218,csc216-002-P3-015,b'Started the project. Added couple of classes. (pair programming)',1479484201,6,0,391,6
5831,25220,csc216-002-P3-016,b'fixed constructors for CategoryList and TaskList',1480687801,2,4,13,2
5832,25221,csc216-002-P3-016,b'updated serialVersionUID',1480666921,10,10,10,10
5833,25222,csc216-002-P3-016,b'implemented several methods',1480532633,4,164,388,4
5834,25223,csc216-002-P3-016,b'fixing checkstyle violations. changed to use provided assignment code',1480521454,43,882,2099,43
5835,25224,csc216-002-P3-016,b'TodoList extend Observable',1480516795,1,1,1,1
5836,25225,csc216-002-P3-016,b'implement Observer/Observable',1480516526,12,13,44,12
5837,25226,csc216-002-P3-016,b'extends Observable',1480514262,2,2,2,2
5838,25227,csc216-002-P3-016,b'adding test skeletons',1480513871,20,0,100,20
5839,25228,csc216-002-P3-016,b'forgot parameter',1480106776,1,2,2,1
5840,25229,csc216-002-P3-016,b'no null values for String placeholders',1480106376,7,16,16,7
5841,25230,csc216-002-P3-016,b'initial project 3 skeleton commit',1480105188,27,0,2429,27
5842,25232,csc216-002-P3-017,b'Generated Javadoc again',1480727611,92,194,18221,92
5843,25233,csc216-002-P3-017,b'Finished all Javadoc and removed extraneous code',1480727100,13,187,71,13
5844,25234,csc216-002-P3-017,b'Typo',1480705925,1,1,1,1
5845,25235,csc216-002-P3-017,b'There was still some remaining javadoc stuff that I found to do',1480705810,5,4,55,5
5846,25236,csc216-002-P3-017,b'Did black box tests! Done with project',1480702213,1,0,0,1
5847,25237,csc216-002-P3-017,b'Finished everything except black box tests',1480698556,4,9,27,4
5848,25238,csc216-002-P3-017,b'Be fixed now!!!!!!!',1480691545,1,1,2,1
5849,25239,csc216-002-P3-017,b'I said come to me Green Ball!!!!',1480691167,1,1,1,1
5850,25240,csc216-002-P3-017,b'Come to me Green Ball!',1480691001,1,1,1,1
5851,25241,csc216-002-P3-017,b'Be fixed already!!!',1480690640,1,1,9,1
5852,25242,csc216-002-P3-017,b'NPE Begone!!!',1480690007,1,1,1,1
5853,25243,csc216-002-P3-017,b'Hopefully fixed NullPointer',1480689724,3,3,22,3
5854,25244,csc216-002-P3-017,b'Tons of progress! Got category combobox working and tasks add properly',1480657012,1,38,75,1
5855,25245,csc216-002-P3-017,b'Still trying to get the combobox to show the categories',1480636078,1,1,5,1
5856,25246,csc216-002-P3-017,b'Got the GUI running!!!!!!!',1480633721,1,1,1,1
5857,25247,csc216-002-P3-017,"bMerge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-017.git""""""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-017.git""""Merge branch 'master' of https://github.ncsu.edu/engr-csc216-fall2016/csc216-002-P3-017.git""",1480633672,1,3,4,1
5858,25248,csc216-002-P3-017,b'reverting to include TaskList removed and its observer',1480633478,1,7,7,1
5859,25249,csc216-002-P3-017,b'Seriously last shot at fixing the NPE',1480633374,1,2,2,1
5860,25250,csc216-002-P3-017,"bprobably won't work but another shot""""""""probably won't work but another shot""""probably won't work but another shot""",1480633272,1,5,5,1
5861,25251,csc216-002-P3-017,b'another try at fixing the NPE',1480633081,1,2,2,1
5862,25252,csc216-002-P3-017,b'Maybe fixed NPE in ToDoList now??',1480632909,1,2,3,1
5863,25253,csc216-002-P3-017,b'Got the GUI running!!!!',1480633617,1,1,4,1
5864,25254,csc216-002-P3-017,b'hopefully fixed the last error (NPE in removeTaskList in ToDoList)',1480632611,1,314,312,1
5865,25255,csc216-002-P3-017,b'Seriously got all the Checkstyle Errors & generated Javadoc',1480631399,25,0,3793,25
5866,25256,csc216-002-P3-017,b'Finished writing all of the remaining Javadoc',1480631135,4,3,166,4
5867,25257,csc216-002-P3-017,b'Hopefully fixed PMD error',1480630233,1,1,1,1
5868,25258,csc216-002-P3-017,b'Made very few changes',1480614612,1,4,4,1
5869,25259,csc216-002-P3-017,b'Maybe this will fix our NullPointer',1480604845,1,1,1,1
5870,25260,csc216-002-P3-017,b'did stuff on ui classes',1480554255,1,5,12,1
5871,25261,csc216-002-P3-017,b'Fixed ArrayIndexOutOfBoundsError. Pair programming.',1480552116,1,0,4,1
5872,25262,csc216-002-P3-017,b'Fixed column widths in TaskListPane for 7 columns. Pair programmed.',1480551036,1,1,1,1
5873,25263,csc216-002-P3-017,b'initialized colWidths',1480550703,1,1,1,1
5874,25264,csc216-002-P3-017,b'Reverting',1480547182,1,1,1,1
5875,25265,csc216-002-P3-017,b'Trying something out may have to revert may not',1480547089,1,2,2,1
5876,25266,csc216-002-P3-017,b'I said begone!!!!! Go away NullPointerException!!!',1480544139,1,1,1,1
5877,25267,csc216-002-P3-017,b'Begone NullPointer!!!!',1480543933,2,1,3,2
5878,25268,csc216-002-P3-017,b'Go away NullPointerException!',1480543284,1,16,37,1
5879,25269,csc216-002-P3-017,b'Hopefully fixed NullPointer',1480543040,1,11,12,1
5880,25270,csc216-002-P3-017,b'Be fixed already!',1480542723,1,1,13,1
5881,25271,csc216-002-P3-017,b'Hopefully fixed that one last failure',1480542418,1,1,1,1
5882,25272,csc216-002-P3-017,b'reverting',1480515575,1,1,1,1
5883,25273,csc216-002-P3-017,"bI'm on the last failure""""""""I'm on the last failure""""I'm on the last failure""",1480515435,1,1,1,1
5884,25274,csc216-002-P3-017,b'Hopefully truly fixed the last two failures',1480515259,1,2,2,1
5885,25275,csc216-002-P3-017,b'Hopefully fixed the last two teaching staff test failures',1480514823,2,3,6,2
5886,25276,csc216-002-P3-017,b'Hopefully fixed a number of TS test failures',1480514124,3,19,37,3
5887,25277,csc216-002-P3-017,b'Wrote all Javadoc except Task and TaskList',1479967655,8,13,119,8
5888,25278,csc216-002-P3-017,b'Wrote remaining Javadoc for test classes',1479966503,5,16,96,5
5889,25279,csc216-002-P3-017,b'Fixed 2 TS failures in LinkedList',1479965994,1,0,6,1
5890,25280,csc216-002-P3-017,b'Tried to fix the 2 TS ArrayList Failures',1479965671,2,0,15,2
5891,25281,csc216-002-P3-017,b'Tried to fix some TS errors in LinkedList and ArrayList',1479965408,4,4,23,4
5892,25282,csc216-002-P3-017,b'Fixed Category TS test failure',1479964966,2,6,2,2
5893,25283,csc216-002-P3-017,b'Finished ToDoListTest with 86% coverage',1479964789,2,8,27,2
5894,25284,csc216-002-P3-017,b'Wrote testSaveDataFile() and part of testUpdate() in ToDoListTest',1479845902,2,3,25,2
5895,25285,csc216-002-P3-017,b'Fixed typo in TaskEditPane',1479843594,1,1,1,1
5896,25286,csc216-002-P3-017,b'Wrote ToDoListTest with 3 methods left to write. Worked on TaskEditPane',1479843542,2,2,221,2
5897,25287,csc216-002-P3-017,b'Tested CategoryList',1479521664,3,27,69,3
5898,25288,csc216-002-P3-017,b'Fixed up TaskListTest fixed its failures increased coverage',1479515018,1,21,160,1
5899,25289,csc216-002-P3-017,b'Tested ArrayList',1479508714,2,7,161,2
5900,25290,csc216-002-P3-017,b'Fixed some compiler errors in hopes of getting yellow ball',1479506860,7,17,17,7
